SheetVersion0

[SheetInfo]
AudioFileName=Christmas Village
AudioViewTime=30
ImageFileName=
BPM=99
Offset=0
Beat=44
Bit=32
Bar=80

[ContentInfo]
Title=Christmas Village
Artist=Aaron Kenny
Source=Aaron Kenny
Sheet=Jay
Difficult=2





[NoteInfo]
448,192,0335,1,0,0:0:0:0:
448,192,0880,1,0,0:0:0:0:
192,192,1565,1,0,0:0:0:0:
64,192,2043,1,0,0:0:0:0:
320,192,2543,1,0,0:0:0:0:
448,192,3454,1,0,0:0:0:0:
448,192,3847,1,0,0:0:0:0:
320,192,4411,1,0,0:0:0:0:
320,192,4673,1,0,0:0:0:0:
192,192,4964,1,0,0:0:0:0:
320,192,5680,1,0,0:0:0:0:
64,192,5809,1,0,0:0:0:0:
192,192,6061,1,0,0:0:0:0:
192,192,6637,1,0,0:0:0:0:
320,192,6852,1,0,0:0:0:0:
448,192,7164,1,0,0:0:0:0:
192,192,7716,1,0,0:0:0:0:
64,192,7996,1,0,0:0:0:0:
192,192,8261,1,0,0:0:0:0:
64,192,8485,1,0,0:0:0:0:
448,192,8770,1,0,0:0:0:0:
320,192,9575,1,0,0:0:0:0:
64,192,9839,1,0,0:0:0:0:
448,192,10668,1,0,0:0:0:0:
192,192,11237,1,0,0:0:0:0:
192,192,12032,1,0,0:0:0:0:
448,192,12844,1,0,0:0:0:0:
320,192,13375,1,0,0:0:0:0:
64,192,14213,1,0,0:0:0:0:
320,192,15313,1,0,0:0:0:0:
192,192,15782,1,0,0:0:0:0:
320,192,16372,1,0,0:0:0:0:
320,192,17201,1,0,0:0:0:0:
448,192,17484,1,0,0:0:0:0:
192,192,18293,1,0,0:0:0:0:
448,192,18574,1,0,0:0:0:0:
192,192,19384,1,0,0:0:0:0:
64,192,19648,1,0,0:0:0:0:
192,192,19907,1,0,0:0:0:0:
64,192,20253,1,0,0:0:0:0:
448,192,20526,1,0,0:0:0:0:
320,192,20760,1,0,0:0:0:0:
192,192,21581,1,0,0:0:0:0:
192,192,21921,1,0,0:0:0:0:
192,192,22170,1,0,0:0:0:0:
64,192,22410,1,0,0:0:0:0:
448,192,22650,1,0,0:0:0:0:
448,192,22940,1,0,0:0:0:0:
64,192,23502,1,0,0:0:0:0:
192,192,24000,1,0,0:0:0:0:
64,192,24319,1,0,0:0:0:0:
448,192,24585,1,0,0:0:0:0:
448,192,24873,1,0,0:0:0:0:
448,192,25126,1,0,0:0:0:0:
64,192,25383,1,0,0:0:0:0:
64,192,25635,1,0,0:0:0:0:
448,192,25883,1,0,0:0:0:0:
320,192,26038,1,0,0:0:0:0:
320,192,26285,1,0,0:0:0:0:
320,192,26497,1,0,0:0:0:0:
192,192,26783,1,0,0:0:0:0:
448,192,27035,1,0,0:0:0:0:
192,192,27383,1,0,0:0:0:0:
320,192,27973,1,0,0:0:0:0:
448,192,28454,1,0,0:0:0:0:
320,192,28733,1,0,0:0:0:0:
320,192,28952,1,0,0:0:0:0:
448,192,29271,1,0,0:0:0:0:
448,192,29609,1,0,0:0:0:0:
64,192,30673,1,0,0:0:0:0:
320,192,30890,1,0,0:0:0:0:
192,192,31135,1,0,0:0:0:0:
192,192,31420,1,0,0:0:0:0:
448,192,31739,1,0,0:0:0:0:
320,192,31966,1,0,0:0:0:0:
448,192,32237,1,0,0:0:0:0:
64,192,32492,1,0,0:0:0:0:
192,192,33020,1,0,0:0:0:0:
448,192,35008,1,0,0:0:0:0:
192,192,35256,1,0,0:0:0:0:
64,192,35479,1,0,0:0:0:0:
64,192,35839,1,0,0:0:0:0:
64,192,36108,1,0,0:0:0:0:
192,192,36556,1,0,0:0:0:0:
64,192,37165,1,0,0:0:0:0:
64,192,37470,1,0,0:0:0:0:
64,192,38034,1,0,0:0:0:0:
448,192,38334,1,0,0:0:0:0:
192,192,38791,1,0,0:0:0:0:
192,192,39460,1,0,0:0:0:0:
320,192,39636,1,0,0:0:0:0:
320,192,39824,1,0,0:0:0:0:
192,192,40150,1,0,0:0:0:0:
64,192,40427,1,0,0:0:0:0:
320,192,40717,1,0,0:0:0:0:
64,192,41015,1,0,0:0:0:0:
192,192,41267,1,0,0:0:0:0:
320,192,41734,1,0,0:0:0:0:
192,192,43848,1,0,0:0:0:0:
448,192,44502,1,0,0:0:0:0:
64,192,44798,1,0,0:0:0:0:
320,192,45609,1,0,0:0:0:0:
448,192,45933,1,0,0:0:0:0:
192,192,46169,1,0,0:0:0:0:
320,192,46416,1,0,0:0:0:0:
320,192,46685,1,0,0:0:0:0:
64,192,46943,1,0,0:0:0:0:
320,192,47769,1,0,0:0:0:0:
448,192,48007,1,0,0:0:0:0:
64,192,48342,1,0,0:0:0:0:
64,192,48576,1,0,0:0:0:0:
448,192,48859,1,0,0:0:0:0:
192,192,49154,1,0,0:0:0:0:
192,192,49687,1,0,0:0:0:0:
64,192,50245,1,0,0:0:0:0:
192,192,50492,1,0,0:0:0:0:
64,192,50771,1,0,0:0:0:0:
64,192,51064,1,0,0:0:0:0:
448,192,51359,1,0,0:0:0:0:
64,192,51882,1,0,0:0:0:0:
192,192,52420,1,0,0:0:0:0:
64,192,52628,1,0,0:0:0:0:
320,192,52970,1,0,0:0:0:0:
192,192,53249,1,0,0:0:0:0:
320,192,53554,1,0,0:0:0:0:
64,192,54056,1,0,0:0:0:0:
192,192,54613,1,0,0:0:0:0:
64,192,58675,1,0,0:0:0:0:
64,192,58954,1,0,0:0:0:0:
320,192,59776,1,0,0:0:0:0:
448,192,60039,1,0,0:0:0:0:
448,192,63055,1,0,0:0:0:0:
192,192,61134,1,0,0:0:0:0:
64,192,61405,1,0,0:0:0:0:
192,192,61672,1,0,0:0:0:0:
448,192,61950,1,0,0:0:0:0:
320,192,62212,1,0,0:0:0:0:
320,192,63005,1,0,0:0:0:0:
192,192,63317,1,0,0:0:0:0:
320,192,63612,1,0,0:0:0:0:
320,192,63869,1,0,0:0:0:0:
320,192,64124,1,0,0:0:0:0:
192,192,64407,1,0,0:0:0:0:
320,192,64945,1,0,0:0:0:0:
448,192,65486,1,0,0:0:0:0:
64,192,65771,1,0,0:0:0:0:
320,192,66038,1,0,0:0:0:0:
192,192,66343,1,0,0:0:0:0:
64,192,66659,1,0,0:0:0:0:
320,192,67402,1,0,0:0:0:0:
448,192,67686,1,0,0:0:0:0:
448,192,68514,1,0,0:0:0:0:
192,192,68762,1,0,0:0:0:0:
64,192,69566,1,0,0:0:0:0:
448,192,69842,1,0,0:0:0:0:
64,192,70136,1,0,0:0:0:0:
320,192,70411,1,0,0:0:0:0:
64,192,70704,1,0,0:0:0:0:
448,192,70960,1,0,0:0:0:0:
320,192,71747,1,0,0:0:0:0:
448,192,72046,1,0,0:0:0:0:
448,192,72329,1,0,0:0:0:0:
448,192,72592,1,0,0:0:0:0:
320,192,72858,1,0,0:0:0:0:
448,192,73131,1,0,0:0:0:0:
448,192,73680,1,0,0:0:0:0:
320,192,74209,1,0,0:0:0:0:
192,192,74487,1,0,0:0:0:0:
320,192,74763,1,0,0:0:0:0:
448,192,75036,1,0,0:0:0:0:
64,192,75322,1,0,0:0:0:0:
320,192,75861,1,0,0:0:0:0:
192,192,76417,1,0,0:0:0:0:
320,192,76673,1,0,0:0:0:0:
448,192,76960,1,0,0:0:0:0:
448,192,77204,1,0,0:0:0:0:
64,192,77527,1,0,0:0:0:0:
320,192,78067,1,0,0:0:0:0:
64,192,78607,1,0,0:0:0:0:
448,192,79147,1,0,0:0:0:0:
64,192,79687,1,0,0:0:0:0:
192,192,80227,1,0,0:0:0:0:
320,192,80767,1,0,0:0:0:0:
64,192,81307,1,0,0:0:0:0:
64,192,81847,1,0,0:0:0:0:
192,192,84132,1,0,0:0:0:0:
192,192,85210,1,0,0:0:0:0:
192,192,86305,1,0,0:0:0:0:
192,192,87406,1,0,0:0:0:0:
